Record_ID,Train_Number,Station_Code,Route_ID,Journey_Date,Train_Name,Train_Type,Train_Source,Train_Destination,Train_Total_Stops,Route_Name,Station_Name,Station_Order,Is_Junction,Is_Terminal,Is_Bottleneck_Station,Scheduled_Arrival,Actual_Arrival,Scheduled_Departure,Actual_Departure,Arrival_Delay_Min,Departure_Delay_Min,Station_Halt_Min,Cumulative_Delay_Min,Delay_Flag,Severe_Delay_Flag,Delay_Category,Hour_of_Day,Time_Period,Is_Night_Train,Is_Peak_Hour,Day_of_Week,Day_Number,Month,Month_Number,Year,Is_Weekend,Week_Number,Delay_Risk_Score,Risk_Category,Passenger_Reliability_Index,Journey_Predictability_Pct
2310,12627,NDLS,SBC_NDLS,2025-12-27,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,New Delhi,35,0,0,0,00:00,23:59,,,0,0,0,10,0,0,On Time/Early,0,Night (22-05),1,0,Saturday,5,December,12,2025,1,52,36.0,Medium Risk,6.4,60.0
2311,12627,SBC,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Ksr Bengaluru,1,0,0,0,,,19:20,19:40,0,20,0,11,0,0,On Time/Early,19,Evening Peak (17-21),0,1,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2312,12627,BNC,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Bangalore Cant (Bengaluru),2,0,0,0,19:31,19:31,19:32,19:33,0,1,1,12,0,0,On Time/Early,19,Evening Peak (17-21),0,1,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2313,12627,YNK,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Yelhanka Jn,3,1,0,1,20:00,20:42,20:02,20:19,42,17,2,55,1,1,Significant (31-60 min),20,Evening Peak (17-21),0,1,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2314,12627,HUP,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Hindupur,4,0,0,0,21:06,21:04,21:08,21:04,0,0,2,14,0,0,On Time/Early,21,Evening Peak (17-21),0,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2315,12627,PKD,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Penukonda,5,0,0,1,21:38,22:09,21:40,21:35,31,0,2,46,1,1,Significant (31-60 min),21,Evening Peak (17-21),0,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2316,12627,SSPN,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Satya Sai P Nilayam,6,0,0,1,22:04,00:49,22:05,22:07,165,2,1,181,1,1,Severe (60+ min),22,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2317,12627,DMM,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Dharmavaram Jn,7,1,0,0,22:50,23:05,22:55,22:58,15,3,5,32,1,0,Moderate (11-30 min),22,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2318,12627,ATP,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Anantapur,8,0,0,1,23:28,23:33,23:30,23:29,5,0,2,23,0,0,Slight (1-10 min),23,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2319,12627,GTL,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Guntakal Jn,9,1,0,0,00:55,01:10,00:00,00:00,15,0,5,34,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2320,12627,AD,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Adoni,10,0,0,1,00:48,00:47,00:50,00:50,0,0,2,0,0,0,On Time/Early,0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2321,12627,MALM,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Mantralayam Road,11,0,0,0,00:18,00:38,00:20,00:16,20,0,2,21,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2322,12627,RC,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Raichur,12,0,0,0,00:48,01:43,00:50,03:22,55,152,2,57,1,1,Significant (31-60 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2323,12627,YG,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Yadgir,13,0,0,0,00:38,01:07,00:40,01:18,29,38,2,32,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2324,12627,WADI,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Wadi,14,0,0,0,00:45,02:38,00:50,00:50,113,0,5,117,1,1,Severe (60+ min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2325,12627,KLBG,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Kalaburagi Junction,15,1,0,0,00:27,00:27,00:30,00:41,0,11,3,5,0,0,On Time/Early,0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2326,12627,SUR,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Solapur Jn,16,1,0,0,00:10,00:18,00:15,00:23,8,8,5,14,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2327,12627,KWV,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Kurduvadi,17,0,0,0,00:18,00:38,00:20,00:33,20,13,2,27,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2328,12627,DD,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Daund Jn,18,1,0,0,00:00,23:56,00:05,00:09,0,4,5,8,0,0,On Time/Early,0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2329,12627,ANG,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Ahilyanagar Jn,19,1,0,0,00:27,00:32,00:30,00:32,5,2,3,14,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2330,12627,BAP,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Belapur,20,0,0,0,00:38,00:46,00:40,00:42,8,2,2,18,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2331,12627,KPG,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Kopargaon,21,0,0,1,00:37,01:55,00:40,00:38,78,0,3,89,1,1,Severe (60+ min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2332,12627,MMR,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Manmad Jn,22,1,0,0,00:50,01:07,00:55,00:50,17,0,5,29,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2333,12627,JL,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Jalgaon Jn,23,1,0,1,00:40,00:43,00:42,00:38,3,0,2,16,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2334,12627,BSL,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Bhusaval Jn,24,1,0,1,00:10,00:11,00:15,00:15,1,0,5,15,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2335,12627,BAU,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Burhanpur,25,0,0,1,00:03,00:11,00:05,00:19,8,14,2,23,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2336,12627,KNW,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Khandwa,26,0,0,0,00:17,00:20,00:20,00:19,3,0,3,19,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2337,12627,ET,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Itarsi Jn,27,1,0,0,00:20,01:08,00:25,01:15,48,50,5,65,1,1,Significant (31-60 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2338,12627,BPL,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Bhopal Jn,28,1,0,0,00:00,00:41,00:05,00:12,41,7,5,59,1,1,Significant (31-60 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2339,12627,BINA,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Bina Jn,29,1,0,0,00:08,00:11,00:10,00:09,3,0,2,22,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2340,12627,VGLJ,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Veerangana Laxmibai Jhansi,30,0,0,0,00:50,00:52,00:58,01:35,2,37,8,2,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2341,12627,GWL,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Gwalior Jn,31,1,0,0,00:05,00:41,00:07,00:03,36,0,2,37,1,1,Significant (31-60 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2342,12627,AGC,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Agra Cantt,32,0,0,0,00:40,00:37,00:45,00:41,0,0,5,2,0,0,On Time/Early,0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2343,12627,MTJ,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Mathura Jn,33,1,0,0,00:20,00:21,00:25,00:27,1,2,5,4,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2344,12627,NZM,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Delhi Hazrat Nizamuddin,34,0,0,0,00:33,00:51,00:35,00:55,18,20,2,22,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2345,12627,NDLS,SBC_NDLS,2025-12-26,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,New Delhi,35,0,0,0,00:00,00:09,,,9,0,0,14,0,0,Slight (1-10 min),0,Night (22-05),1,0,Friday,4,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2346,12627,SBC,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Ksr Bengaluru,1,0,0,0,,,19:20,19:35,0,15,0,6,0,0,On Time/Early,19,Evening Peak (17-21),0,1,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2347,12627,BNC,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Bangalore Cant (Bengaluru),2,0,0,0,19:31,19:35,19:32,19:35,4,3,1,11,0,0,Slight (1-10 min),19,Evening Peak (17-21),0,1,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2348,12627,YNK,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Yelhanka Jn,3,1,0,1,20:00,20:57,20:02,21:39,57,97,2,65,1,1,Significant (31-60 min),20,Evening Peak (17-21),0,1,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2349,12627,HUP,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Hindupur,4,0,0,0,21:06,21:04,21:08,21:05,0,0,2,9,0,0,On Time/Early,21,Evening Peak (17-21),0,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2350,12627,PKD,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Penukonda,5,0,0,1,21:38,21:58,21:40,21:35,20,0,2,30,1,0,Moderate (11-30 min),21,Evening Peak (17-21),0,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2351,12627,SSPN,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Satya Sai P Nilayam,6,0,0,1,22:04,22:31,22:05,22:14,27,9,1,38,1,0,Moderate (11-30 min),22,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2352,12627,DMM,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Dharmavaram Jn,7,1,0,0,22:50,22:54,22:55,23:04,4,9,5,16,0,0,Slight (1-10 min),22,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2353,12627,ATP,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Anantapur,8,0,0,1,23:28,01:32,23:30,23:27,124,0,2,137,1,1,Severe (60+ min),23,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2354,12627,GTL,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Guntakal Jn,9,1,0,0,00:55,01:04,00:00,00:00,9,0,5,23,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2355,12627,AD,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Adoni,10,0,0,1,00:48,00:56,00:50,00:49,8,0,2,23,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2356,12627,MALM,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Mantralayam Road,11,0,0,0,00:18,00:18,00:20,00:25,0,5,2,16,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2357,12627,RC,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Raichur,12,0,0,0,00:48,00:53,00:50,01:05,5,15,2,22,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2358,12627,YG,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Yadgir,13,0,0,0,00:38,02:31,00:40,00:51,113,11,2,131,1,1,Severe (60+ min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2359,12627,WADI,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Wadi,14,0,0,0,00:45,00:53,00:50,01:39,8,49,5,27,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2360,12627,KLBG,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Kalaburagi Junction,15,1,0,0,00:27,00:33,00:30,00:50,6,20,3,6,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2361,12627,SUR,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Solapur Jn,16,1,0,0,00:10,00:30,00:15,00:13,20,0,5,21,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2362,12627,KWV,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Kurduvadi,17,0,0,0,00:18,00:27,00:20,00:16,9,0,2,11,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2363,12627,DD,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Daund Jn,18,1,0,0,00:00,01:36,00:05,02:02,96,117,5,99,1,1,Severe (60+ min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2364,12627,ANG,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Ahilyanagar Jn,19,1,0,0,00:27,00:29,00:30,01:23,2,53,3,6,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2365,12627,BAP,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Belapur,20,0,0,0,00:38,00:39,00:40,00:45,1,5,2,6,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2366,12627,KPG,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Kopargaon,21,0,0,1,00:37,01:21,00:40,01:31,44,51,3,50,1,1,Significant (31-60 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2367,12627,MMR,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Manmad Jn,22,1,0,0,00:50,00:45,00:55,00:57,0,2,5,7,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2368,12627,JL,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Jalgaon Jn,23,1,0,1,00:40,00:38,00:42,00:51,0,9,2,8,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2369,12627,BSL,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Bhusaval Jn,24,1,0,1,00:10,02:42,00:15,00:10,152,0,5,161,1,1,Severe (60+ min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2370,12627,BAU,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Burhanpur,25,0,0,1,00:03,23:59,00:05,00:31,0,26,2,10,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2371,12627,KNW,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Khandwa,26,0,0,0,00:17,00:21,00:20,00:32,4,12,3,15,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2372,12627,ET,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Itarsi Jn,27,1,0,0,00:20,00:30,00:25,00:21,10,0,5,22,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2373,12627,BPL,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Bhopal Jn,28,1,0,0,00:00,23:58,00:05,00:53,0,48,5,13,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2374,12627,BINA,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Bina Jn,29,1,0,0,00:08,00:28,00:10,00:28,20,18,2,34,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2375,12627,VGLJ,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Veerangana Laxmibai Jhansi,30,0,0,0,00:50,01:04,00:58,00:55,14,0,8,29,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2376,12627,GWL,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Gwalior Jn,31,1,0,0,00:05,00:10,00:07,00:03,5,0,2,21,0,0,Slight (1-10 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2377,12627,AGC,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Agra Cantt,32,0,0,0,00:40,00:51,00:45,00:44,11,0,5,28,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2378,12627,MTJ,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Mathura Jn,33,1,0,0,00:20,00:37,00:25,00:25,17,0,5,35,1,0,Moderate (11-30 min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2379,12627,NZM,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Delhi Hazrat Nizamuddin,34,0,0,0,00:33,00:31,00:35,00:30,0,0,2,19,0,0,On Time/Early,0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2380,12627,NDLS,SBC_NDLS,2025-12-25,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,New Delhi,35,0,0,0,00:00,02:34,,,154,0,0,154,1,1,Severe (60+ min),0,Night (22-05),1,0,Thursday,3,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2381,12627,SBC,SBC_NDLS,2025-12-24,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Ksr Bengaluru,1,0,0,0,,,19:20,21:48,0,148,0,1,0,0,On Time/Early,19,Evening Peak (17-21),0,1,Wednesday,2,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2382,12627,BNC,SBC_NDLS,2025-12-24,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Bangalore Cant (Bengaluru),2,0,0,0,19:31,19:47,19:32,19:50,16,18,1,18,1,0,Moderate (11-30 min),19,Evening Peak (17-21),0,1,Wednesday,2,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2383,12627,YNK,SBC_NDLS,2025-12-24,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Yelhanka Jn,3,1,0,1,20:00,21:26,20:02,20:09,86,7,2,89,1,1,Severe (60+ min),20,Evening Peak (17-21),0,1,Wednesday,2,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2384,12627,HUP,SBC_NDLS,2025-12-24,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Hindupur,4,0,0,0,21:06,21:01,21:08,21:04,0,0,2,4,0,0,On Time/Early,21,Evening Peak (17-21),0,0,Wednesday,2,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2385,12627,PKD,SBC_NDLS,2025-12-24,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Penukonda,5,0,0,1,21:38,22:38,21:40,21:40,60,0,2,65,1,1,Significant (31-60 min),21,Evening Peak (17-21),0,0,Wednesday,2,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2386,12627,SSPN,SBC_NDLS,2025-12-24,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Satya Sai P Nilayam,6,0,0,1,22:04,22:21,22:05,22:01,17,0,1,23,1,0,Moderate (11-30 min),22,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2387,12627,DMM,SBC_NDLS,2025-12-24,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Dharmavaram Jn,7,1,0,0,22:50,22:48,22:55,00:05,0,70,5,7,0,0,On Time/Early,22,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
2388,12627,ATP,SBC_NDLS,2025-12-24,12627),Express,Ksr Bengaluru,New Delhi,35,Ksr Bengaluru to New Delhi,Anantapur,8,0,0,1,23:28,02:15,23:30,23:48,167,18,2,175,1,1,Severe (60+ min),23,Night (22-05),1,0,Wednesday,2,December,12,2025,0,52,36.0,Medium Risk,6.4,60.0
